Year,Week,Total_Specimens,Total_A,Total_B,Percent_Positive,Data_Type,Total_A_H1,Total_A_H3,Weighted_ILI
2015,40,12029,84.0,43,1.05578,Clinical_Labs,,,1.22559
2015,41,13111,116.0,54,1.29662,Clinical_Labs,,,1.31066
2015,42,13441,97.0,52,1.10855,Clinical_Labs,,,1.3711
2015,43,13537,98.0,52,1.10807,Clinical_Labs,,,1.39171
2015,44,14687,97.0,68,1.12344,Clinical_Labs,,,1.43712
2015,45,15048,122.0,86,1.38224,Clinical_Labs,,,1.50165
2015,46,15250,84.0,98,1.19344,Clinical_Labs,,,1.59805
2015,47,15234,119.0,92,1.38506,Clinical_Labs,,,1.89668
2015,48,16201,145.0,81,1.39498,Clinical_Labs,,,1.67728
2015,49,16673,140.0,106,1.47544,Clinical_Labs,,,1.78296
2015,50,17358,244.0,192,2.51181,Clinical_Labs,,,1.87336
2015,51,16878,220.0,166,2.287,Clinical_Labs,,,2.32148
2015,52,18865,264.0,200,2.45958,Clinical_Labs,,,2.40991
2016,1,19786,396.0,184,2.93137,Clinical_Labs,,,1.94328
2016,2,18689,571.0,224,4.25384,Clinical_Labs,,,1.99796
2016,3,18798,716.0,315,5.48463,Clinical_Labs,,,2.11829
2016,4,20791,1035.0,412,6.95974,Clinical_Labs,,,2.25112
2016,5,22261,1572.0,587,9.69858,Clinical_Labs,,,2.37116
2016,6,24934,2265.0,864,12.5491,Clinical_Labs,,,2.80035
2016,7,27208,3135.0,1092,15.5359,Clinical_Labs,,,3.16475
2016,8,30966,4410.0,1276,18.3621,Clinical_Labs,,,3.15183
2016,9,33880,5523.0,1629,21.1098,Clinical_Labs,,,3.3321
2016,10,36781,6679.0,2018,23.6454,Clinical_Labs,,,3.56024
2016,11,34233,5047.0,1790,19.972,Clinical_Labs,,,3.05479
2016,12,30161,3919.0,1652,18.4709,Clinical_Labs,,,2.76732
2016,13,27603,2965.0,1514,16.2265,Clinical_Labs,,,2.44161
2016,14,23979,1971.0,1390,14.0164,Clinical_Labs,,,2.03348
2016,15,21683,1506.0,1364,13.2362,Clinical_Labs,,,1.98593
2016,16,19860,1123.0,1329,12.3464,Clinical_Labs,,,1.91514
2016,17,17970,701.0,1143,10.2615,Clinical_Labs,,,1.69968
2016,18,15380,427.0,822,8.12094,Clinical_Labs,,,1.57635
2016,19,14090,280.0,662,6.68559,Clinical_Labs,,,1.3935
2016,20,12545,224.0,505,5.81108,Clinical_Labs,,,1.29941
2016,21,11591,139.0,408,4.71918,Clinical_Labs,,,1.18379
2016,22,10067,82.0,226,3.0595,Clinical_Labs,,,1.13723
2016,23,9172,70.0,207,3.02006,Clinical_Labs,,,1.04118
2016,24,8364,59.0,94,1.82927,Clinical_Labs,,,0.971814
2016,25,7417,44.0,83,1.71228,Clinical_Labs,,,0.863306
2016,26,6298,26.0,51,1.22261,Clinical_Labs,,,0.833797
2016,27,5978,24.0,30,0.903312,Clinical_Labs,,,0.784516
2016,28,6328,24.0,31,0.869153,Clinical_Labs,,,0.734327
2016,29,5888,24.0,26,0.849185,Clinical_Labs,,,0.698845
2016,30,5756,20.0,25,0.781793,Clinical_Labs,,,0.723099
2016,31,5675,33.0,20,0.933921,Clinical_Labs,,,0.663501
2016,32,5773,22.0,30,0.900745,Clinical_Labs,,,0.69276
2016,33,5974,27.0,21,0.803482,Clinical_Labs,,,0.710029
2016,34,6264,63.0,25,1.40485,Clinical_Labs,,,0.834232
2016,35,7093,78.0,41,1.67771,Clinical_Labs,,,0.992621
2016,36,7732,57.0,56,1.46146,Clinical_Labs,,,1.01605
2016,37,8727,74.0,58,1.51255,Clinical_Labs,,,1.07169
2016,38,9418,97.0,67,1.74135,Clinical_Labs,,,1.10163
2016,39,10596,106.0,83,1.78369,Clinical_Labs,,,1.18841
2016,40,13380,120.0,90,1.56951,Clinical_Labs,,,1.2019
2016,41,14053,108.0,83,1.35914,Clinical_Labs,,,1.23108
2016,42,15110,115.0,97,1.40304,Clinical_Labs,,,1.26796
2016,43,15312,143.0,88,1.50862,Clinical_Labs,,,1.36298
2016,44,16652,201.0,118,1.91569,Clinical_Labs,,,1.48535
2016,45,17811,271.0,121,2.20089,Clinical_Labs,,,1.55954
2016,46,19060,347.0,144,2.57608,Clinical_Labs,,,1.64783
2016,47,18520,451.0,169,3.34773,Clinical_Labs,,,1.91275
2016,48,21542,532.0,183,3.3191,Clinical_Labs,,,1.81725
2016,49,20564,696.0,180,4.25987,Clinical_Labs,,,1.91433
2016,50,23476,1359.0,210,6.68342,Clinical_Labs,,,2.21003
2016,51,26934,2563.0,341,10.7819,Clinical_Labs,,,2.73568
2016,52,33273,4270.0,388,13.9993,Clinical_Labs,,,3.36832
2017,1,35028,4288.0,386,13.3436,Clinical_Labs,,,3.09689
2017,2,35198,4935.0,476,15.373,Clinical_Labs,,,3.07346
2017,3,36732,6062.0,655,18.2865,Clinical_Labs,,,3.51643
2017,4,38052,6254.0,797,18.5299,Clinical_Labs,,,3.8027
2017,5,41435,7779.0,1097,21.4215,Clinical_Labs,,,4.50313
2017,6,47995,9702.0,1890,24.1525,Clinical_Labs,,,5.06308
2017,7,49356,9546.0,2552,24.5117,Clinical_Labs,,,4.86009
2017,8,47381,8763.0,2952,24.7251,Clinical_Labs,,,4.57916
2017,9,40431,5605.0,2389,19.772,Clinical_Labs,,,3.55674
2017,10,38487,4632.0,2785,19.2714,Clinical_Labs,,,3.50417
2017,11,36598,3795.0,3171,19.0338,Clinical_Labs,,,3.21511
2017,12,35188,3221.0,3715,19.7113,Clinical_Labs,,,3.10088
2017,13,32481,2345.0,3658,18.4816,Clinical_Labs,,,2.79056
2017,14,28713,1443.0,2986,15.4251,Clinical_Labs,,,2.38547
2017,15,25001,902.0,2283,12.7395,Clinical_Labs,,,1.9703
2017,16,22091,567.0,1575,9.69626,Clinical_Labs,,,1.73442
2017,17,18795,326.0,946,6.76776,Clinical_Labs,,,1.56303
2017,18,16223,252.0,708,5.91752,Clinical_Labs,,,1.4128
2017,19,15302,232.0,584,5.33264,Clinical_Labs,,,1.27492
2017,20,14292,216.0,479,4.86286,Clinical_Labs,,,1.2834
2017,21,12821,180.0,378,4.35223,Clinical_Labs,,,1.16663
2017,22,11644,171.0,314,4.16524,Clinical_Labs,,,1.10977
2017,23,10662,136.0,225,3.38586,Clinical_Labs,,,1.04333
2017,24,9568,131.0,162,3.06229,Clinical_Labs,,,0.905151
2017,25,8455,107.0,117,2.64932,Clinical_Labs,,,0.902718
2017,26,7498,94.0,96,2.53401,Clinical_Labs,,,0.859531
2017,27,7071,75.0,79,2.17791,Clinical_Labs,,,0.818998
2017,28,7394,92.0,68,2.16392,Clinical_Labs,,,0.752505
2017,29,7178,87.0,45,1.83895,Clinical_Labs,,,0.731146
2017,30,6755,72.0,50,1.80607,Clinical_Labs,,,0.733295
2017,31,6725,96.0,35,1.94796,Clinical_Labs,,,0.73102
2017,32,6893,76.0,55,1.90048,Clinical_Labs,,,0.68834
2017,33,7596,62.0,40,1.34281,Clinical_Labs,,,0.732049
2017,34,8160,80.0,37,1.43382,Clinical_Labs,,,0.911188
2017,35,9404,120.0,62,1.93535,Clinical_Labs,,,1.02105
2017,36,10381,128.0,68,1.88806,Clinical_Labs,,,1.09495
2017,37,11602,148.0,72,1.89622,Clinical_Labs,,,1.09475
2017,38,12699,137.0,75,1.66942,Clinical_Labs,,,1.09775
2017,39,13622,155.0,77,1.70313,Clinical_Labs,,,1.18882
2017,40,15532,230.0,112,2.20191,Clinical_Labs,,,1.26682
2017,41,16557,248.0,98,2.08975,Clinical_Labs,,,1.30662
2017,42,17827,278.0,110,2.17647,Clinical_Labs,,,1.34866
2017,43,18391,340.0,135,2.58279,Clinical_Labs,,,1.51871
2017,44,20015,503.0,219,3.60729,Clinical_Labs,,,1.74793
2017,45,21886,689.0,240,4.24472,Clinical_Labs,,,1.87047
2017,46,23794,939.0,322,5.29966,Clinical_Labs,,,2.06674
2017,47,23830,1336.0,353,7.0877,Clinical_Labs,,,2.28188
2017,48,27213,1552.0,436,7.30533,Clinical_Labs,,,2.28528
2017,49,30767,2479.0,827,10.7453,Clinical_Labs,,,2.5848
2017,50,35194,4560.0,844,15.3549,Clinical_Labs,,,3.36711
2017,51,48009,9237.0,1698,22.777,Clinical_Labs,,,4.71836
2017,52,55518,12002.0,2092,25.3864,Clinical_Labs,,,5.72036
2018,1,61316,13018.0,2535,25.3653,Clinical_Labs,,,5.77543
2018,2,68276,15149.0,3246,26.9421,Clinical_Labs,,,5.9083
2018,3,69124,14782.0,3905,27.034,Clinical_Labs,,,6.49095
2018,4,80322,16634.0,5350,27.3698,Clinical_Labs,,,7.17799
2018,5,81687,15193.0,6915,27.0643,Clinical_Labs,,,7.52851
2018,6,81391,14116.0,7858,26.9981,Clinical_Labs,,,7.38424
2018,7,74973,11371.0,8210,26.1174,Clinical_Labs,,,6.46068
2018,8,60034,7177.0,6400,22.6155,Clinical_Labs,,,4.95341
2018,9,48489,4405.0,4559,18.4867,Clinical_Labs,,,3.67274
2018,10,40978,2897.0,3534,15.6938,Clinical_Labs,,,3.2037
2018,11,36794,2349.0,3384,15.5813,Clinical_Labs,,,2.78869
2018,12,33442,2023.0,3103,15.328,Clinical_Labs,,,2.50234
2018,13,30668,1708.0,2927,15.1135,Clinical_Labs,,,2.41065
2018,14,27339,1132.0,2337,12.6888,Clinical_Labs,,,2.07542
2018,15,25052,901.0,1917,11.2486,Clinical_Labs,,,1.78234
2018,16,21483,595.0,1424,9.39813,Clinical_Labs,,,1.61608
2018,17,19328,472.0,1074,7.99876,Clinical_Labs,,,1.53992
2018,18,17095,346.0,724,6.25914,Clinical_Labs,,,1.53115
2018,19,14978,191.0,467,4.39311,Clinical_Labs,,,1.29599
2018,20,13013,176.0,236,3.16606,Clinical_Labs,,,1.18904
2018,21,11799,119.0,163,2.39003,Clinical_Labs,,,1.24941
2018,22,10789,76.0,89,1.52934,Clinical_Labs,,,1.14134
2018,23,9703,73.0,80,1.57683,Clinical_Labs,,,0.988567
2018,24,8929,51.0,65,1.29914,Clinical_Labs,,,0.895433
2018,25,8502,49.0,38,1.02329,Clinical_Labs,,,0.892227
2018,26,7723,57.0,29,1.11356,Clinical_Labs,,,0.877636
2018,27,6879,44.0,25,1.00305,Clinical_Labs,,,0.77502
2018,28,6986,51.0,13,0.916118,Clinical_Labs,,,0.725956
2018,29,6835,57.0,15,1.0534,Clinical_Labs,,,0.68266
2018,30,6733,48.0,19,0.995099,Clinical_Labs,,,0.640527
2018,31,6292,43.0,17,0.953592,Clinical_Labs,,,0.64106
2018,32,6790,43.0,22,0.95729,Clinical_Labs,,,0.706465
2018,33,7065,36.0,18,0.764331,Clinical_Labs,,,0.708668
2018,34,7783,77.0,27,1.33625,Clinical_Labs,,,0.825743
2018,35,8712,98.0,33,1.50367,Clinical_Labs,,,0.864409
2018,36,9786,119.0,52,1.74739,Clinical_Labs,,,1.10114
2018,37,12030,155.0,48,1.68745,Clinical_Labs,,,1.15244
2018,38,13182,158.0,66,1.69929,Clinical_Labs,,,1.20257
2018,39,14763,169.0,52,1.49699,Clinical_Labs,,,1.25033
2018,40,16528,218.0,71,1.74855,Clinical_Labs,,,1.41846
2018,41,18035,223.0,83,1.6967,Clinical_Labs,,,1.40418
2018,42,20221,312.0,91,1.99298,Clinical_Labs,,,1.47401
2018,43,21457,340.0,101,2.05527,Clinical_Labs,,,1.64257
2018,44,22496,390.0,99,2.17372,Clinical_Labs,,,1.79275
2018,45,23563,546.0,98,2.7331,Clinical_Labs,,,1.87043
2018,46,24519,668.0,106,3.15674,Clinical_Labs,,,1.98387
2018,47,24772,897.0,76,3.92782,Clinical_Labs,,,2.24169
2018,48,28328,1002.0,107,3.91485,Clinical_Labs,,,2.14883
2018,49,29078,1660.0,152,6.23152,Clinical_Labs,,,2.25531
2018,50,33152,3242.0,194,10.3644,Clinical_Labs,,,2.64571
2018,51,38423,5289.0,192,14.2649,Clinical_Labs,,,3.14075
2018,52,43377,6849.0,244,16.352,Clinical_Labs,,,3.97127
2019,1,44453,5243.0,153,12.1387,Clinical_Labs,,,3.46125
2019,2,41606,5075.0,218,12.7217,Clinical_Labs,,,3.07707
2019,3,42041,6673.0,187,16.3174,Clinical_Labs,,,3.32915
2019,4,44194,8323.0,247,19.3918,Clinical_Labs,,,3.81999
2019,5,48640,10676.0,292,22.5493,Clinical_Labs,,,4.3419
2019,6,54030,13151.0,429,25.1342,Clinical_Labs,,,4.88288
2019,7,53289,13354.0,515,26.026,Clinical_Labs,,,5.04211
2019,8,54061,13708.0,478,26.2407,Clinical_Labs,,,4.88596
2019,9,53221,13436.0,441,26.0743,Clinical_Labs,,,4.5499
2019,10,53256,13199.0,438,25.6065,Clinical_Labs,,,4.38001
2019,11,53364,13376.0,569,26.1318,Clinical_Labs,,,4.2288
2019,12,48749,10336.0,623,22.4805,Clinical_Labs,,,3.68449
2019,13,42842,7672.0,598,19.3035,Clinical_Labs,,,3.08744
2019,14,36735,4892.0,597,14.9422,Clinical_Labs,,,2.69971
2019,15,31723,3211.0,567,11.9093,Clinical_Labs,,,2.28549
2019,16,27999,1893.0,518,8.61102,Clinical_Labs,,,2.01443
2019,17,24711,1031.0,413,5.84355,Clinical_Labs,,,1.7141
2019,18,20167,634.0,338,4.81976,Clinical_Labs,,,1.56927
2019,19,17735,404.0,277,3.83986,Clinical_Labs,,,1.49991
2019,20,16998,333.0,269,3.54159,Clinical_Labs,,,1.50211
2019,21,15674,276.0,260,3.41968,Clinical_Labs,,,1.42357
2019,22,14371,212.0,231,3.0826,Clinical_Labs,,,1.39457
2019,23,12617,144.0,208,2.78989,Clinical_Labs,,,1.21776
2019,24,11400,129.0,135,2.31579,Clinical_Labs,,,1.11351
2019,25,10463,109.0,90,1.90194,Clinical_Labs,,,0.992293
2019,26,9132,93.0,97,2.0806,Clinical_Labs,,,0.947072
2019,27,8852,129.0,86,2.42883,Clinical_Labs,,,0.876088
2019,28,9075,102.0,81,2.01653,Clinical_Labs,,,0.809956
2019,29,8339,105.0,80,2.21849,Clinical_Labs,,,0.755431
2019,30,7951,104.0,85,2.37706,Clinical_Labs,,,0.73346
2019,31,7881,104.0,85,2.39817,Clinical_Labs,,,0.72729
2019,32,8080,79.0,87,2.05446,Clinical_Labs,,,0.754637
2019,33,8310,78.0,95,2.08183,Clinical_Labs,,,0.730938
2019,34,8892,94.0,116,2.36167,Clinical_Labs,,,0.840615
2019,35,10506,142.0,221,3.45517,Clinical_Labs,,,0.989217
2019,36,11816,136.0,230,3.09749,Clinical_Labs,,,1.14059
2019,37,13366,152.0,180,2.48391,Clinical_Labs,,,1.23272
2019,38,15055,162.0,253,2.75656,Clinical_Labs,,,1.24529
2019,39,17349,153.0,323,2.74367,Clinical_Labs,,,1.33771
2019,40,19851,136.0,124,1.30976,Clinical_Labs,,,1.49064
2019,41,22113,146.0,181,1.47877,Clinical_Labs,,,1.59269
2019,42,23131,172.0,187,1.55203,Clinical_Labs,,,1.72517
2019,43,24630,201.0,354,2.25335,Clinical_Labs,,,1.83428
2019,44,25417,221.0,556,3.05701,Clinical_Labs,,,2.04049
2019,45,28842,414.0,1075,5.16261,Clinical_Labs,,,2.39351
2019,46,31439,535.0,1589,6.75594,Clinical_Labs,,,2.63245
2019,47,36497,903.0,2581,9.54599,Clinical_Labs,,,2.91944
2019,48,35398,1079.0,2793,10.9385,Clinical_Labs,,,3.41066
2019,49,41929,1426.0,3461,11.6554,Clinical_Labs,,,3.2622
2019,50,44911,2158.0,5097,16.1542,Clinical_Labs,,,3.94308
2019,51,54480,3697.0,8579,22.533,Clinical_Labs,,,5.06529
2019,52,64024,5980.0,11264,26.9336,Clinical_Labs,,,7.06161
2020,1,65177,5645.0,9664,23.4883,Clinical_Labs,,,5.91974
2020,2,60717,6109.0,7928,23.1187,Clinical_Labs,,,4.94176
2020,3,60316,7712.0,8020,26.0826,Clinical_Labs,,,5.33174
2020,4,64502,9478.0,8764,28.2813,Clinical_Labs,,,6.08106
2020,5,72224,12102.0,9671,30.1465,Clinical_Labs,,,6.74724
2020,6,71868,12960.0,8787,30.2596,Clinical_Labs,,,6.7998
2020,7,69257,13372.0,7180,29.675,Clinical_Labs,,,6.11292
2020,8,65212,12714.0,5755,28.3215,Clinical_Labs,,,5.55671
2020,9,62427,11713.0,4363,25.7517,Clinical_Labs,,,5.12279
2020,10,64149,11050.0,3378,22.4914,Clinical_Labs,,,5.26652
2020,11,74416,9077.0,2690,15.8125,Clinical_Labs,,,5.67081
2020,12,73090,4131.0,1352,7.50171,Clinical_Labs,,,6.38029
2020,13,44754,759.0,280,2.32158,Clinical_Labs,,,4.91692
2020,14,30838,196.0,122,1.0312,Clinical_Labs,,,3.78625
2020,15,19572,75.0,46,0.61823,Clinical_Labs,,,2.80122
2020,16,14443,58.0,32,0.623139,Clinical_Labs,,,2.12879
2020,17,12822,20.0,8,0.218375,Clinical_Labs,,,1.73315
2020,18,10268,19.0,8,0.262953,Clinical_Labs,,,1.40932
2020,19,8891,14.0,15,0.326173,Clinical_Labs,,,1.18336
2020,20,7844,14.0,10,0.305966,Clinical_Labs,,,1.11451
2020,21,7523,8.0,8,0.212681,Clinical_Labs,,,1.00534
2020,22,6054,7.0,3,0.16518,Clinical_Labs,,,0.88827
2020,23,6181,9.0,12,0.339751,Clinical_Labs,,,0.814062
2020,24,5718,8.0,8,0.279818,Clinical_Labs,,,0.836751
2020,25,5247,12.0,8,0.38117,Clinical_Labs,,,0.928456
2020,26,5667,9.0,7,0.282336,Clinical_Labs,,,1.14217
2020,27,6258,8.0,5,0.207734,Clinical_Labs,,,1.27401
2020,28,6322,6.0,5,0.173996,Clinical_Labs,,,1.34951
2020,29,6176,11.0,12,0.372409,Clinical_Labs,,,1.34471
2020,30,6042,5.0,4,0.148957,Clinical_Labs,,,1.22153
2020,31,6105,3.0,5,0.13104,Clinical_Labs,,,1.15258
2020,32,6330,7.0,4,0.173776,Clinical_Labs,,,1.0626
2020,33,6120,4.0,4,0.130719,Clinical_Labs,,,0.979884
2020,34,6238,6.0,8,0.224431,Clinical_Labs,,,0.969202
2020,35,6443,7.0,13,0.310414,Clinical_Labs,,,1.00022
2020,36,6543,7.0,6,0.198686,Clinical_Labs,,,0.920817
2020,37,7059,7.0,6,0.184162,Clinical_Labs,,,1.0355
2020,38,8083,14.0,18,0.395893,Clinical_Labs,,,0.974333
2020,39,9019,11.0,9,0.221754,Clinical_Labs,,,1.06462
2020,40,12200,19.0,21,0.327869,Clinical_Labs,,,1.09211
2020,41,14924,30.0,28,0.388636,Clinical_Labs,,,1.21201
2020,42,15112,27.0,26,0.350715,Clinical_Labs,,,1.11151
2020,43,16611,21.0,21,0.252845,Clinical_Labs,,,1.18662
2020,44,20552,22.0,19,0.199494,Clinical_Labs,,,1.25262
2020,45,27187,31.0,25,0.205981,Clinical_Labs,,,1.44427
2020,46,34907,32.0,44,0.217721,Clinical_Labs,,,1.48969
2020,47,38746,34.0,54,0.22712,Clinical_Labs,,,1.56064
2020,48,35276,19.0,36,0.155913,Clinical_Labs,,,1.61944
2020,49,42526,31.0,65,0.225744,Clinical_Labs,,,1.57347
2020,50,41778,26.0,76,0.244148,Clinical_Labs,,,1.51939
2020,51,40917,36.0,81,0.285945,Clinical_Labs,,,1.50599
2020,52,36310,34.0,67,0.27816,Clinical_Labs,,,1.55485
2020,53,40471,34.0,73,0.264387,Clinical_Labs,,,1.58903
2021,1,44971,28.0,95,0.27351,Clinical_Labs,,,1.47519
2021,2,41807,24.0,48,0.17222,Clinical_Labs,,,1.28752
2021,3,39002,21.0,62,0.21281,Clinical_Labs,,,1.25172
2021,4,36455,12.0,50,0.170073,Clinical_Labs,,,1.10177
2021,5,36559,21.0,53,0.202413,Clinical_Labs,,,1.16565
2021,6,34089,11.0,35,0.134941,Clinical_Labs,,,1.00609
2021,7,32424,19.0,22,0.12645,Clinical_Labs,,,0.986101
2021,8,34328,17.0,25,0.122349,Clinical_Labs,,,0.864388
2021,9,34184,14.0,17,0.0906857,Clinical_Labs,,,0.828056
2021,10,34191,15.0,21,0.105291,Clinical_Labs,,,0.882103
2021,11,34680,26.0,19,0.129758,Clinical_Labs,,,0.908033
2021,12,35763,13.0,17,0.0838856,Clinical_Labs,,,0.947577
2021,13,31900,13.0,9,0.0689655,Clinical_Labs,,,0.975225
2021,14,31520,10.0,14,0.0761421,Clinical_Labs,,,1.06101
2021,15,30238,8.0,13,0.069449,Clinical_Labs,,,1.08091
2021,16,30568,12.0,16,0.0915991,Clinical_Labs,,,1.10326
2021,17,31247,16.0,10,0.083208,Clinical_Labs,,,1.13361
2021,18,30176,10.0,15,0.0828473,Clinical_Labs,,,1.14992
2021,19,29035,17.0,13,0.103324,Clinical_Labs,,,1.19092
2021,20,28416,23.0,20,0.151323,Clinical_Labs,,,1.24677
2021,21,24574,14.0,23,0.150566,Clinical_Labs,,,1.14504
2021,22,23886,7.0,15,0.0921042,Clinical_Labs,,,1.18454
2021,23,25258,8.0,18,0.102938,Clinical_Labs,,,1.12943
2021,24,24440,17.0,12,0.118658,Clinical_Labs,,,1.18866
2021,25,22366,12.0,17,0.129661,Clinical_Labs,,,1.21202
2021,26,22756,3.0,13,0.0703111,Clinical_Labs,,,1.21342
2021,27,25064,5.0,9,0.055857,Clinical_Labs,,,1.26676
2021,28,26255,11.0,17,0.106646,Clinical_Labs,,,1.38728
2021,29,27718,5.0,13,0.0649398,Clinical_Labs,,,1.6475
2021,30,30276,11.0,12,0.0759678,Clinical_Labs,,,1.80199
2021,31,28889,14.0,18,0.110769,Clinical_Labs,,,1.94952
2021,32,35191,8.0,11,0.0539911,Clinical_Labs,,,2.03548
2021,33,33470,14.0,10,0.071706,Clinical_Labs,,,2.1918
2021,34,40107,13.0,11,0.0598399,Clinical_Labs,,,2.23897
2021,35,41117,22.0,13,0.0851229,Clinical_Labs,,,2.26643
2021,36,36912,11.0,9,0.0541829,Clinical_Labs,,,2.21298
2021,37,43510,11.0,14,0.0574581,Clinical_Labs,,,2.045
2021,38,40634,12.0,17,0.0713688,Clinical_Labs,,,1.90124
2021,39,44256,29.0,23,0.117498,Clinical_Labs,,,1.8442
2021,40,49688,41.0,37,0.15698,Clinical_Labs,,,2.04946
2021,41,46313,24.0,32,0.120916,Clinical_Labs,,,1.95317
2021,42,48913,26.0,39,0.132889,Clinical_Labs,,,1.92693
2021,43,51914,99.0,33,0.254267,Clinical_Labs,,,1.97792
2021,44,57035,124.0,37,0.282283,Clinical_Labs,,,2.14051
2021,45,63268,309.0,36,0.545299,Clinical_Labs,,,2.26691
2021,46,72905,687.0,45,1.00405,Clinical_Labs,,,2.41002
